Date_id,Dates,Days,Months,Monthnames,Years,Quarters,Semesters,Weekdays
20110212,2011/12/02,12,2,Fevereiro,2011,Q1,H1,Sábado
20110213,2011/13/02,13,2,Fevereiro,2011,Q1,H1,Domingo
20110214,2011/14/02,14,2,Fevereiro,2011,Q1,H1,Segunda
20110215,2011/15/02,15,2,Fevereiro,2011,Q1,H1,Terça
20110216,2011/16/02,16,2,Fevereiro,2011,Q1,H1,Quarta
20110217,2011/17/02,17,2,Fevereiro,2011,Q1,H1,Quinta
20110218,2011/18/02,18,2,Fevereiro,2011,Q1,H1,Sexta
20110219,2011/19/02,19,2,Fevereiro,2011,Q1,H1,Sábado
20110220,2011/20/02,20,2,Fevereiro,2011,Q1,H1,Domingo
20110221,2011/21/02,21,2,Fevereiro,2011,Q1,H1,Segunda
20110222,2011/22/02,22,2,Fevereiro,2011,Q1,H1,Terça
20110223,2011/23/02,23,2,Fevereiro,2011,Q1,H1,Quarta
20110224,2011/24/02,24,2,Fevereiro,2011,Q1,H1,Quinta
20110225,2011/25/02,25,2,Fevereiro,2011,Q1,H1,Sexta
20110226,2011/26/02,26,2,Fevereiro,2011,Q1,H1,Sábado
20110227,2011/27/02,27,2,Fevereiro,2011,Q1,H1,Domingo
20110228,2011/28/02,28,2,Fevereiro,2011,Q1,H1,Segunda
20110301,2011/01/03,1,3,Março,2011,Q1,H1,Terça
20110302,2011/02/03,2,3,Março,2011,Q1,H1,Quarta
20110303,2011/03/03,3,3,Março,2011,Q1,H1,Quinta
20110304,2011/04/03,4,3,Março,2011,Q1,H1,Sexta
20110305,2011/05/03,5,3,Março,2011,Q1,H1,Sábado
20110306,2011/06/03,6,3,Março,2011,Q1,H1,Domingo
20110307,2011/07/03,7,3,Março,2011,Q1,H1,Segunda
20110308,2011/08/03,8,3,Março,2011,Q1,H1,Terça
20110309,2011/09/03,9,3,Março,2011,Q1,H1,Quarta
20110310,2011/10/03,10,3,Março,2011,Q1,H1,Quinta
20110311,2011/11/03,11,3,Março,2011,Q1,H1,Sexta
20110312,2011/12/03,12,3,Março,2011,Q1,H1,Sábado
20110313,2011/13/03,13,3,Março,2011,Q1,H1,Domingo
20110314,2011/14/03,14,3,Março,2011,Q1,H1,Segunda
20110315,2011/15/03,15,3,Março,2011,Q1,H1,Terça
20110316,2011/16/03,16,3,Março,2011,Q1,H1,Quarta
20110317,2011/17/03,17,3,Março,2011,Q1,H1,Quinta
20110318,2011/18/03,18,3,Março,2011,Q1,H1,Sexta
20110319,2011/19/03,19,3,Março,2011,Q1,H1,Sábado
20110320,2011/20/03,20,3,Março,2011,Q1,H1,Domingo
20110321,2011/21/03,21,3,Março,2011,Q1,H1,Segunda
20110322,2011/22/03,22,3,Março,2011,Q1,H1,Terça
20110323,2011/23/03,23,3,Março,2011,Q1,H1,Quarta
20110324,2011/24/03,24,3,Março,2011,Q1,H1,Quinta
20110325,2011/25/03,25,3,Março,2011,Q1,H1,Sexta
20110326,2011/26/03,26,3,Março,2011,Q1,H1,Sábado
20110327,2011/27/03,27,3,Março,2011,Q1,H1,Domingo
20110328,2011/28/03,28,3,Março,2011,Q1,H1,Segunda
20110329,2011/29/03,29,3,Março,2011,Q1,H1,Terça
20110330,2011/30/03,30,3,Março,2011,Q1,H1,Quarta
20110331,2011/31/03,31,3,Março,2011,Q1,H1,Quinta
20110401,2011/01/04,1,4,Abril,2011,Q2,H1,Sexta
20110402,2011/02/04,2,4,Abril,2011,Q2,H1,Sábado
20110403,2011/03/04,3,4,Abril,2011,Q2,H1,Domingo
20110404,2011/04/04,4,4,Abril,2011,Q2,H1,Segunda
20110405,2011/05/04,5,4,Abril,2011,Q2,H1,Terça
20110406,2011/06/04,6,4,Abril,2011,Q2,H1,Quarta
20110407,2011/07/04,7,4,Abril,2011,Q2,H1,Quinta
20110408,2011/08/04,8,4,Abril,2011,Q2,H1,Sexta
20110409,2011/09/04,9,4,Abril,2011,Q2,H1,Sábado
20110410,2011/10/04,10,4,Abril,2011,Q2,H1,Domingo
20110411,2011/11/04,11,4,Abril,2011,Q2,H1,Segunda
20110412,2011/12/04,12,4,Abril,2011,Q2,H1,Terça
20110413,2011/13/04,13,4,Abril,2011,Q2,H1,Quarta
20110414,2011/14/04,14,4,Abril,2011,Q2,H1,Quinta
20110415,2011/15/04,15,4,Abril,2011,Q2,H1,Sexta
20110416,2011/16/04,16,4,Abril,2011,Q2,H1,Sábado
20110417,2011/17/04,17,4,Abril,2011,Q2,H1,Domingo
20110418,2011/18/04,18,4,Abril,2011,Q2,H1,Segunda
20110419,2011/19/04,19,4,Abril,2011,Q2,H1,Terça
20110420,2011/20/04,20,4,Abril,2011,Q2,H1,Quarta
20110421,2011/21/04,21,4,Abril,2011,Q2,H1,Quinta
20110422,2011/22/04,22,4,Abril,2011,Q2,H1,Sexta
20110423,2011/23/04,23,4,Abril,2011,Q2,H1,Sábado
20110424,2011/24/04,24,4,Abril,2011,Q2,H1,Domingo
20110425,2011/25/04,25,4,Abril,2011,Q2,H1,Segunda
20110426,2011/26/04,26,4,Abril,2011,Q2,H1,Terça
20110427,2011/27/04,27,4,Abril,2011,Q2,H1,Quarta
20110428,2011/28/04,28,4,Abril,2011,Q2,H1,Quinta
20110429,2011/29/04,29,4,Abril,2011,Q2,H1,Sexta
20110430,2011/30/04,30,4,Abril,2011,Q2,H1,Sábado
20110501,2011/01/05,1,5,Maio,2011,Q2,H1,Domingo
20110502,2011/02/05,2,5,Maio,2011,Q2,H1,Segunda
20110503,2011/03/05,3,5,Maio,2011,Q2,H1,Terça
20110504,2011/04/05,4,5,Maio,2011,Q2,H1,Quarta
20110505,2011/05/05,5,5,Maio,2011,Q2,H1,Quinta
20110506,2011/06/05,6,5,Maio,2011,Q2,H1,Sexta
20110507,2011/07/05,7,5,Maio,2011,Q2,H1,Sábado
20110508,2011/08/05,8,5,Maio,2011,Q2,H1,Domingo
20110509,2011/09/05,9,5,Maio,2011,Q2,H1,Segunda
20110510,2011/10/05,10,5,Maio,2011,Q2,H1,Terça
20110511,2011/11/05,11,5,Maio,2011,Q2,H1,Quarta
20110512,2011/12/05,12,5,Maio,2011,Q2,H1,Quinta
20110513,2011/13/05,13,5,Maio,2011,Q2,H1,Sexta
20110514,2011/14/05,14,5,Maio,2011,Q2,H1,Sábado
20110515,2011/15/05,15,5,Maio,2011,Q2,H1,Domingo
20110516,2011/16/05,16,5,Maio,2011,Q2,H1,Segunda
20110517,2011/17/05,17,5,Maio,2011,Q2,H1,Terça
20110518,2011/18/05,18,5,Maio,2011,Q2,H1,Quarta
20110519,2011/19/05,19,5,Maio,2011,Q2,H1,Quinta
20110520,2011/20/05,20,5,Maio,2011,Q2,H1,Sexta
20110521,2011/21/05,21,5,Maio,2011,Q2,H1,Sábado
20110522,2011/22/05,22,5,Maio,2011,Q2,H1,Domingo
20110523,2011/23/05,23,5,Maio,2011,Q2,H1,Segunda
20110524,2011/24/05,24,5,Maio,2011,Q2,H1,Terça
20110525,2011/25/05,25,5,Maio,2011,Q2,H1,Quarta
20110526,2011/26/05,26,5,Maio,2011,Q2,H1,Quinta
20110527,2011/27/05,27,5,Maio,2011,Q2,H1,Sexta
20110528,2011/28/05,28,5,Maio,2011,Q2,H1,Sábado
20110529,2011/29/05,29,5,Maio,2011,Q2,H1,Domingo
20110530,2011/30/05,30,5,Maio,2011,Q2,H1,Segunda
20110531,2011/31/05,31,5,Maio,2011,Q2,H1,Terça
20110601,2011/01/06,1,6,Junho,2011,Q2,H1,Quarta
20110602,2011/02/06,2,6,Junho,2011,Q2,H1,Quinta
20110603,2011/03/06,3,6,Junho,2011,Q2,H1,Sexta
20110604,2011/04/06,4,6,Junho,2011,Q2,H1,Sábado
20110605,2011/05/06,5,6,Junho,2011,Q2,H1,Domingo
20110606,2011/06/06,6,6,Junho,2011,Q2,H1,Segunda
20110607,2011/07/06,7,6,Junho,2011,Q2,H1,Terça
20110608,2011/08/06,8,6,Junho,2011,Q2,H1,Quarta
20110609,2011/09/06,9,6,Junho,2011,Q2,H1,Quinta
20110610,2011/10/06,10,6,Junho,2011,Q2,H1,Sexta
20110611,2011/11/06,11,6,Junho,2011,Q2,H1,Sábado
20110612,2011/12/06,12,6,Junho,2011,Q2,H1,Domingo
20110613,2011/13/06,13,6,Junho,2011,Q2,H1,Segunda
20110614,2011/14/06,14,6,Junho,2011,Q2,H1,Terça
20110615,2011/15/06,15,6,Junho,2011,Q2,H1,Quarta
20110616,2011/16/06,16,6,Junho,2011,Q2,H1,Quinta
20110617,2011/17/06,17,6,Junho,2011,Q2,H1,Sexta
20110618,2011/18/06,18,6,Junho,2011,Q2,H1,Sábado
20110619,2011/19/06,19,6,Junho,2011,Q2,H1,Domingo
20110620,2011/20/06,20,6,Junho,2011,Q2,H1,Segunda
20110621,2011/21/06,21,6,Junho,2011,Q2,H1,Terça
20110622,2011/22/06,22,6,Junho,2011,Q2,H1,Quarta
20110623,2011/23/06,23,6,Junho,2011,Q2,H1,Quinta
20110624,2011/24/06,24,6,Junho,2011,Q2,H1,Sexta
20110625,2011/25/06,25,6,Junho,2011,Q2,H1,Sábado
20110626,2011/26/06,26,6,Junho,2011,Q2,H1,Domingo
20110627,2011/27/06,27,6,Junho,2011,Q2,H1,Segunda
20110628,2011/28/06,28,6,Junho,2011,Q2,H1,Terça
20110629,2011/29/06,29,6,Junho,2011,Q2,H1,Quarta
20110630,2011/30/06,30,6,Junho,2011,Q2,H1,Quinta
20110701,2011/01/07,1,7,Julho,2011,Q3,H2,Sexta
20110702,2011/02/07,2,7,Julho,2011,Q3,H2,Sábado
20110703,2011/03/07,3,7,Julho,2011,Q3,H2,Domingo
20110704,2011/04/07,4,7,Julho,2011,Q3,H2,Segunda
20110705,2011/05/07,5,7,Julho,2011,Q3,H2,Terça
20110706,2011/06/07,6,7,Julho,2011,Q3,H2,Quarta
20110707,2011/07/07,7,7,Julho,2011,Q3,H2,Quinta
20110708,2011/08/07,8,7,Julho,2011,Q3,H2,Sexta
20110709,2011/09/07,9,7,Julho,2011,Q3,H2,Sábado
20110710,2011/10/07,10,7,Julho,2011,Q3,H2,Domingo
20110711,2011/11/07,11,7,Julho,2011,Q3,H2,Segunda
20110712,2011/12/07,12,7,Julho,2011,Q3,H2,Terça
20110713,2011/13/07,13,7,Julho,2011,Q3,H2,Quarta
20110714,2011/14/07,14,7,Julho,2011,Q3,H2,Quinta
20110715,2011/15/07,15,7,Julho,2011,Q3,H2,Sexta
20110716,2011/16/07,16,7,Julho,2011,Q3,H2,Sábado
20110717,2011/17/07,17,7,Julho,2011,Q3,H2,Domingo
20110718,2011/18/07,18,7,Julho,2011,Q3,H2,Segunda
20110719,2011/19/07,19,7,Julho,2011,Q3,H2,Terça
20110720,2011/20/07,20,7,Julho,2011,Q3,H2,Quarta
20110721,2011/21/07,21,7,Julho,2011,Q3,H2,Quinta
20110722,2011/22/07,22,7,Julho,2011,Q3,H2,Sexta
20110723,2011/23/07,23,7,Julho,2011,Q3,H2,Sábado
20110724,2011/24/07,24,7,Julho,2011,Q3,H2,Domingo
20110725,2011/25/07,25,7,Julho,2011,Q3,H2,Segunda
20110726,2011/26/07,26,7,Julho,2011,Q3,H2,Terça
20110727,2011/27/07,27,7,Julho,2011,Q3,H2,Quarta
20110728,2011/28/07,28,7,Julho,2011,Q3,H2,Quinta
20110729,2011/29/07,29,7,Julho,2011,Q3,H2,Sexta
20110730,2011/30/07,30,7,Julho,2011,Q3,H2,Sábado
20110731,2011/31/07,31,7,Julho,2011,Q3,H2,Domingo
20110801,2011/01/08,1,8,Agosto,2011,Q3,H2,Segunda
20110802,2011/02/08,2,8,Agosto,2011,Q3,H2,Terça
20110803,2011/03/08,3,8,Agosto,2011,Q3,H2,Quarta
20110804,2011/04/08,4,8,Agosto,2011,Q3,H2,Quinta
20110805,2011/05/08,5,8,Agosto,2011,Q3,H2,Sexta
20110806,2011/06/08,6,8,Agosto,2011,Q3,H2,Sábado
20110807,2011/07/08,7,8,Agosto,2011,Q3,H2,Domingo
20110808,2011/08/08,8,8,Agosto,2011,Q3,H2,Segunda
20110809,2011/09/08,9,8,Agosto,2011,Q3,H2,Terça
20110810,2011/10/08,10,8,Agosto,2011,Q3,H2,Quarta
20110811,2011/11/08,11,8,Agosto,2011,Q3,H2,Quinta
20110812,2011/12/08,12,8,Agosto,2011,Q3,H2,Sexta
20110813,2011/13/08,13,8,Agosto,2011,Q3,H2,Sábado
20110814,2011/14/08,14,8,Agosto,2011,Q3,H2,Domingo
20110815,2011/15/08,15,8,Agosto,2011,Q3,H2,Segunda
20110816,2011/16/08,16,8,Agosto,2011,Q3,H2,Terça
20110817,2011/17/08,17,8,Agosto,2011,Q3,H2,Quarta
20110818,2011/18/08,18,8,Agosto,2011,Q3,H2,Quinta
20110819,2011/19/08,19,8,Agosto,2011,Q3,H2,Sexta
20110820,2011/20/08,20,8,Agosto,2011,Q3,H2,Sábado
20110821,2011/21/08,21,8,Agosto,2011,Q3,H2,Domingo
20110822,2011/22/08,22,8,Agosto,2011,Q3,H2,Segunda
20110823,2011/23/08,23,8,Agosto,2011,Q3,H2,Terça
20110824,2011/24/08,24,8,Agosto,2011,Q3,H2,Quarta
20110825,2011/25/08,25,8,Agosto,2011,Q3,H2,Quinta
20110826,2011/26/08,26,8,Agosto,2011,Q3,H2,Sexta
20110827,2011/27/08,27,8,Agosto,2011,Q3,H2,Sábado
20110828,2011/28/08,28,8,Agosto,2011,Q3,H2,Domingo
20110829,2011/29/08,29,8,Agosto,2011,Q3,H2,Segunda
20110830,2011/30/08,30,8,Agosto,2011,Q3,H2,Terça
20110831,2011/31/08,31,8,Agosto,2011,Q3,H2,Quarta
20110901,2011/01/09,1,9,Setembro,2011,Q3,H2,Quinta
20110902,2011/02/09,2,9,Setembro,2011,Q3,H2,Sexta
20110903,2011/03/09,3,9,Setembro,2011,Q3,H2,Sábado
20110904,2011/04/09,4,9,Setembro,2011,Q3,H2,Domingo
20110905,2011/05/09,5,9,Setembro,2011,Q3,H2,Segunda
20110906,2011/06/09,6,9,Setembro,2011,Q3,H2,Terça
20110907,2011/07/09,7,9,Setembro,2011,Q3,H2,Quarta
20110908,2011/08/09,8,9,Setembro,2011,Q3,H2,Quinta
20110909,2011/09/09,9,9,Setembro,2011,Q3,H2,Sexta
20110910,2011/10/09,10,9,Setembro,2011,Q3,H2,Sábado
20110911,2011/11/09,11,9,Setembro,2011,Q3,H2,Domingo
20110912,2011/12/09,12,9,Setembro,2011,Q3,H2,Segunda
20110913,2011/13/09,13,9,Setembro,2011,Q3,H2,Terça
20110914,2011/14/09,14,9,Setembro,2011,Q3,H2,Quarta
20110915,2011/15/09,15,9,Setembro,2011,Q3,H2,Quinta
20110916,2011/16/09,16,9,Setembro,2011,Q3,H2,Sexta
20110917,2011/17/09,17,9,Setembro,2011,Q3,H2,Sábado
20110918,2011/18/09,18,9,Setembro,2011,Q3,H2,Domingo
20110919,2011/19/09,19,9,Setembro,2011,Q3,H2,Segunda
20110920,2011/20/09,20,9,Setembro,2011,Q3,H2,Terça
20110921,2011/21/09,21,9,Setembro,2011,Q3,H2,Quarta
20110922,2011/22/09,22,9,Setembro,2011,Q3,H2,Quinta
20110923,2011/23/09,23,9,Setembro,2011,Q3,H2,Sexta
20110924,2011/24/09,24,9,Setembro,2011,Q3,H2,Sábado
20110925,2011/25/09,25,9,Setembro,2011,Q3,H2,Domingo
20110926,2011/26/09,26,9,Setembro,2011,Q3,H2,Segunda
20110927,2011/27/09,27,9,Setembro,2011,Q3,H2,Terça
20110928,2011/28/09,28,9,Setembro,2011,Q3,H2,Quarta
20110929,2011/29/09,29,9,Setembro,2011,Q3,H2,Quinta
20110930,2011/30/09,30,9,Setembro,2011,Q3,H2,Sexta
20111001,2011/01/10,1,10,Outubro,2011,Q4,H2,Sábado
20111002,2011/02/10,2,10,Outubro,2011,Q4,H2,Domingo
20111003,2011/03/10,3,10,Outubro,2011,Q4,H2,Segunda
20111004,2011/04/10,4,10,Outubro,2011,Q4,H2,Terça
20111005,2011/05/10,5,10,Outubro,2011,Q4,H2,Quarta
20111006,2011/06/10,6,10,Outubro,2011,Q4,H2,Quinta
20111007,2011/07/10,7,10,Outubro,2011,Q4,H2,Sexta
20111008,2011/08/10,8,10,Outubro,2011,Q4,H2,Sábado
20111009,2011/09/10,9,10,Outubro,2011,Q4,H2,Domingo
20111010,2011/10/10,10,10,Outubro,2011,Q4,H2,Segunda
20111011,2011/11/10,11,10,Outubro,2011,Q4,H2,Terça
20111012,2011/12/10,12,10,Outubro,2011,Q4,H2,Quarta
20111013,2011/13/10,13,10,Outubro,2011,Q4,H2,Quinta
20111014,2011/14/10,14,10,Outubro,2011,Q4,H2,Sexta
20111015,2011/15/10,15,10,Outubro,2011,Q4,H2,Sábado
20111016,2011/16/10,16,10,Outubro,2011,Q4,H2,Domingo
20111017,2011/17/10,17,10,Outubro,2011,Q4,H2,Segunda
20111018,2011/18/10,18,10,Outubro,2011,Q4,H2,Terça
20111019,2011/19/10,19,10,Outubro,2011,Q4,H2,Quarta
20111020,2011/20/10,20,10,Outubro,2011,Q4,H2,Quinta
20111021,2011/21/10,21,10,Outubro,2011,Q4,H2,Sexta
20111022,2011/22/10,22,10,Outubro,2011,Q4,H2,Sábado
20111023,2011/23/10,23,10,Outubro,2011,Q4,H2,Domingo
20111024,2011/24/10,24,10,Outubro,2011,Q4,H2,Segunda
20111025,2011/25/10,25,10,Outubro,2011,Q4,H2,Terça
20111026,2011/26/10,26,10,Outubro,2011,Q4,H2,Quarta
20111027,2011/27/10,27,10,Outubro,2011,Q4,H2,Quinta
20111028,2011/28/10,28,10,Outubro,2011,Q4,H2,Sexta
20111029,2011/29/10,29,10,Outubro,2011,Q4,H2,Sábado
20111030,2011/30/10,30,10,Outubro,2011,Q4,H2,Domingo
20111031,2011/31/10,31,10,Outubro,2011,Q4,H2,Segunda
20111101,2011/01/11,1,11,Novembro,2011,Q4,H2,Terça
20111102,2011/02/11,2,11,Novembro,2011,Q4,H2,Quarta
20111103,2011/03/11,3,11,Novembro,2011,Q4,H2,Quinta
20111104,2011/04/11,4,11,Novembro,2011,Q4,H2,Sexta
20111105,2011/05/11,5,11,Novembro,2011,Q4,H2,Sábado
20111106,2011/06/11,6,11,Novembro,2011,Q4,H2,Domingo
20111107,2011/07/11,7,11,Novembro,2011,Q4,H2,Segunda
20111108,2011/08/11,8,11,Novembro,2011,Q4,H2,Terça
20111109,2011/09/11,9,11,Novembro,2011,Q4,H2,Quarta
20111110,2011/10/11,10,11,Novembro,2011,Q4,H2,Quinta
20111111,2011/11/11,11,11,Novembro,2011,Q4,H2,Sexta
20111112,2011/12/11,12,11,Novembro,2011,Q4,H2,Sábado
20111113,2011/13/11,13,11,Novembro,2011,Q4,H2,Domingo
20111114,2011/14/11,14,11,Novembro,2011,Q4,H2,Segunda
20111115,2011/15/11,15,11,Novembro,2011,Q4,H2,Terça
20111116,2011/16/11,16,11,Novembro,2011,Q4,H2,Quarta
20111117,2011/17/11,17,11,Novembro,2011,Q4,H2,Quinta
20111118,2011/18/11,18,11,Novembro,2011,Q4,H2,Sexta
20111119,2011/19/11,19,11,Novembro,2011,Q4,H2,Sábado
20111120,2011/20/11,20,11,Novembro,2011,Q4,H2,Domingo
20111121,2011/21/11,21,11,Novembro,2011,Q4,H2,Segunda
20111122,2011/22/11,22,11,Novembro,2011,Q4,H2,Terça
20111123,2011/23/11,23,11,Novembro,2011,Q4,H2,Quarta
20111124,2011/24/11,24,11,Novembro,2011,Q4,H2,Quinta
20111125,2011/25/11,25,11,Novembro,2011,Q4,H2,Sexta
20111126,2011/26/11,26,11,Novembro,2011,Q4,H2,Sábado
20111127,2011/27/11,27,11,Novembro,2011,Q4,H2,Domingo
20111128,2011/28/11,28,11,Novembro,2011,Q4,H2,Segunda
20111129,2011/29/11,29,11,Novembro,2011,Q4,H2,Terça
20111130,2011/30/11,30,11,Novembro,2011,Q4,H2,Quarta
20111201,2011/01/12,1,12,Dezembro,2011,Q4,H2,Quinta
20111202,2011/02/12,2,12,Dezembro,2011,Q4,H2,Sexta
20111203,2011/03/12,3,12,Dezembro,2011,Q4,H2,Sábado
20111204,2011/04/12,4,12,Dezembro,2011,Q4,H2,Domingo
20111205,2011/05/12,5,12,Dezembro,2011,Q4,H2,Segunda
20111206,2011/06/12,6,12,Dezembro,2011,Q4,H2,Terça
20111207,2011/07/12,7,12,Dezembro,2011,Q4,H2,Quarta
20111208,2011/08/12,8,12,Dezembro,2011,Q4,H2,Quinta
20111209,2011/09/12,9,12,Dezembro,2011,Q4,H2,Sexta
20111210,2011/10/12,10,12,Dezembro,2011,Q4,H2,Sábado
20111211,2011/11/12,11,12,Dezembro,2011,Q4,H2,Domingo
20111212,2011/12/12,12,12,Dezembro,2011,Q4,H2,Segunda
20111213,2011/13/12,13,12,Dezembro,2011,Q4,H2,Terça
20111214,2011/14/12,14,12,Dezembro,2011,Q4,H2,Quarta
20111215,2011/15/12,15,12,Dezembro,2011,Q4,H2,Quinta
20111216,2011/16/12,16,12,Dezembro,2011,Q4,H2,Sexta
20111217,2011/17/12,17,12,Dezembro,2011,Q4,H2,Sábado
20111218,2011/18/12,18,12,Dezembro,2011,Q4,H2,Domingo
20111219,2011/19/12,19,12,Dezembro,2011,Q4,H2,Segunda
20111220,2011/20/12,20,12,Dezembro,2011,Q4,H2,Terça
20111221,2011/21/12,21,12,Dezembro,2011,Q4,H2,Quarta
20111222,2011/22/12,22,12,Dezembro,2011,Q4,H2,Quinta
20111223,2011/23/12,23,12,Dezembro,2011,Q4,H2,Sexta
20111224,2011/24/12,24,12,Dezembro,2011,Q4,H2,Sábado
20111225,2011/25/12,25,12,Dezembro,2011,Q4,H2,Domingo
20111226,2011/26/12,26,12,Dezembro,2011,Q4,H2,Segunda
20111227,2011/27/12,27,12,Dezembro,2011,Q4,H2,Terça
20111228,2011/28/12,28,12,Dezembro,2011,Q4,H2,Quarta
20111229,2011/29/12,29,12,Dezembro,2011,Q4,H2,Quinta
20111230,2011/30/12,30,12,Dezembro,2011,Q4,H2,Sexta
20111231,2011/31/12,31,12,Dezembro,2011,Q4,H2,Sábado
20120101,2012/01/01,1,1,Janeiro,2012,Q1,H1,Domingo
20120102,2012/02/01,2,1,Janeiro,2012,Q1,H1,Segunda
20120103,2012/03/01,3,1,Janeiro,2012,Q1,H1,Terça
20120104,2012/04/01,4,1,Janeiro,2012,Q1,H1,Quarta
20120105,2012/05/01,5,1,Janeiro,2012,Q1,H1,Quinta
20120106,2012/06/01,6,1,Janeiro,2012,Q1,H1,Sexta
20120107,2012/07/01,7,1,Janeiro,2012,Q1,H1,Sábado
20120108,2012/08/01,8,1,Janeiro,2012,Q1,H1,Domingo
20120109,2012/09/01,9,1,Janeiro,2012,Q1,H1,Segunda
20120110,2012/10/01,10,1,Janeiro,2012,Q1,H1,Terça
20120111,2012/11/01,11,1,Janeiro,2012,Q1,H1,Quarta
20120112,2012/12/01,12,1,Janeiro,2012,Q1,H1,Quinta
20120113,2012/13/01,13,1,Janeiro,2012,Q1,H1,Sexta
20120114,2012/14/01,14,1,Janeiro,2012,Q1,H1,Sábado
20120115,2012/15/01,15,1,Janeiro,2012,Q1,H1,Domingo
20120116,2012/16/01,16,1,Janeiro,2012,Q1,H1,Segunda
20120117,2012/17/01,17,1,Janeiro,2012,Q1,H1,Terça
20120118,2012/18/01,18,1,Janeiro,2012,Q1,H1,Quarta
20120119,2012/19/01,19,1,Janeiro,2012,Q1,H1,Quinta
20120120,2012/20/01,20,1,Janeiro,2012,Q1,H1,Sexta
20120121,2012/21/01,21,1,Janeiro,2012,Q1,H1,Sábado
20120122,2012/22/01,22,1,Janeiro,2012,Q1,H1,Domingo
20120123,2012/23/01,23,1,Janeiro,2012,Q1,H1,Segunda
20120124,2012/24/01,24,1,Janeiro,2012,Q1,H1,Terça
20120125,2012/25/01,25,1,Janeiro,2012,Q1,H1,Quarta
20120126,2012/26/01,26,1,Janeiro,2012,Q1,H1,Quinta
20120127,2012/27/01,27,1,Janeiro,2012,Q1,H1,Sexta
20120128,2012/28/01,28,1,Janeiro,2012,Q1,H1,Sábado
20120129,2012/29/01,29,1,Janeiro,2012,Q1,H1,Domingo
20120130,2012/30/01,30,1,Janeiro,2012,Q1,H1,Segunda
20120131,2012/31/01,31,1,Janeiro,2012,Q1,H1,Terça
20120201,2012/01/02,1,2,Fevereiro,2012,Q1,H1,Quarta
20120202,2012/02/02,2,2,Fevereiro,2012,Q1,H1,Quinta
20120203,2012/03/02,3,2,Fevereiro,2012,Q1,H1,Sexta
20120204,2012/04/02,4,2,Fevereiro,2012,Q1,H1,Sábado
